date;player;player_race;player_score;player_id;opponent;opponent_race;opponent_score;opponent_id;score_match;tier;url;tournament
01/12/2023;ByuN;T;3;47;goblin;P;0;9846;3–0;A;http://aligulac.com/results/events/135582;https://liquipedia.net/starcraft2/OSC_Championship_10
01/12/2023;MaxPax;P;3;19591;Wayne;Z;1;13216;3–1;A;http://aligulac.com/results/events/135582;https://liquipedia.net/starcraft2/OSC_Championship_10
01/12/2023;trigger;P;3;21244;NightPhoenix;P;2;16991;3–2;A;http://aligulac.com/results/events/135582;https://liquipedia.net/starcraft2/OSC_Championship_10
01/08/2023;Nicoract;T;2;15425;goblin;P;3;9846;2–3;A;http://aligulac.com/results/events/135582;https://liquipedia.net/starcraft2/OSC_Championship_10
01/06/2023;ByuN;T;3;47;NightMare;P;0;8148;3–0;A;http://aligulac.com/results/events/135582;https://liquipedia.net/starcraft2/OSC_Championship_10
01/08/2023;NightPhoenix;P;3;16991;CuKu;T;1;16918;3–1;A;http://aligulac.com/results/events/135582;https://liquipedia.net/starcraft2/OSC_Championship_10
01/08/2023;ArT;P;1;6235;goblin;P;3;9846;1–3;A;http://aligulac.com/results/events/135582;https://liquipedia.net/starcraft2/OSC_Championship_10
01/06/2023;Spirit;T;2;4452;NightMare;P;3;8148;2–3;A;http://aligulac.com/results/events/135582;https://liquipedia.net/starcraft2/OSC_Championship_10
01/05/2023;Wayne;Z;3;13216;Jumy;P;1;18651;3–1;A;http://aligulac.com/results/events/135582;https://liquipedia.net/starcraft2/OSC_Championship_10
01/08/2023;ArT;P;3;6235;YoungYakov;Z;0;18046;3–0;A;http://aligulac.com/results/events/135582;https://liquipedia.net/starcraft2/OSC_Championship_10
01/06/2023;PAPI;P;1;14198;goblin;P;3;9846;1–3;A;http://aligulac.com/results/events/135582;https://liquipedia.net/starcraft2/OSC_Championship_10
01/06/2023;NightMare;P;3;8148;arrogfire;P;2;16764;3–2;A;http://aligulac.com/results/events/135582;https://liquipedia.net/starcraft2/OSC_Championship_10
01/05/2023;Mixu;Z;0;15254;Jumy;P;3;18651;0–3;A;http://aligulac.com/results/events/135582;https://liquipedia.net/starcraft2/OSC_Championship_10
01/05/2023;Ziomek;P;1;11312;CuKu;T;3;16918;1–3;A;http://aligulac.com/results/events/135582;https://liquipedia.net/starcraft2/OSC_Championship_10
01/05/2023;HonMonO;T;1;14106;NightPhoenix;P;3;16991;1–3;A;http://aligulac.com/results/events/135582;https://liquipedia.net/starcraft2/OSC_Championship_10
01/08/2023;Spear;T;2;229;BabyMarine;T;3;12852;2–3;A;http://aligulac.com/results/events/135582;https://liquipedia.net/starcraft2/OSC_Championship_10
01/08/2023;Trifax;Z;1;15168;BabyMarine;T;2;12852;1–2;A;http://aligulac.com/results/events/135582;https://liquipedia.net/starcraft2/OSC_Championship_10
01/08/2023;Spear;T;2;229;MindelVK;P;1;5388;2–1;A;http://aligulac.com/results/events/135582;https://liquipedia.net/starcraft2/OSC_Championship_10
01/08/2023;MilkiCow;T;0;12918;BabyMarine;T;2;12852;0–2;A;http://aligulac.com/results/events/135582;https://liquipedia.net/starcraft2/OSC_Championship_10
01/08/2023;Dronehard;Z;1;20034;MindelVK;P;2;5388;1–2;A;http://aligulac.com/results/events/135582;https://liquipedia.net/starcraft2/OSC_Championship_10
01/08/2023;DIMAGA;Z;1;152;BabyMarine;T;2;12852;1–2;A;http://aligulac.com/results/events/135582;https://liquipedia.net/starcraft2/OSC_Championship_10
01/08/2023;MindelVK;P;2;5388;SharKRippeR;T;1;18428;2–1;A;http://aligulac.com/results/events/135582;https://liquipedia.net/starcraft2/OSC_Championship_10
01/08/2023;Holden;P;1;18614;Dronehard;Z;2;20034;1–2;A;http://aligulac.com/results/events/135582;https://liquipedia.net/starcraft2/OSC_Championship_10
01/08/2023;Nice;P;3;8106;Trifax;Z;0;15168;3–0;A;http://aligulac.com/results/events/135582;https://liquipedia.net/starcraft2/OSC_Championship_10
01/08/2023;ShoWTimE;P;3;2170;Spear;T;1;229;3–1;A;http://aligulac.com/results/events/135582;https://liquipedia.net/starcraft2/OSC_Championship_10
01/08/2023;Trifax;Z;2;15168;Holden;P;0;18614;2–0;A;http://aligulac.com/results/events/135582;https://liquipedia.net/starcraft2/OSC_Championship_10
01/08/2023;MindelVK;P;1;5388;Nice;P;2;8106;1–2;A;http://aligulac.com/results/events/135582;https://liquipedia.net/starcraft2/OSC_Championship_10
01/08/2023;MilkiCow;T;0;12918;Spear;T;2;229;0–2;A;http://aligulac.com/results/events/135582;https://liquipedia.net/starcraft2/OSC_Championship_10
01/08/2023;ShoWTimE;P;2;2170;DIMAGA;Z;0;152;2–0;A;http://aligulac.com/results/events/135582;https://liquipedia.net/starcraft2/OSC_Championship_10
01/08/2023;Holden;P;2;18614;BabyMarine;T;0;12852;2–0;A;http://aligulac.com/results/events/135582;https://liquipedia.net/starcraft2/OSC_Championship_10
01/08/2023;Aristori;Z;0;9222;Nice;P;2;8106;0–2;A;http://aligulac.com/results/events/135582;https://liquipedia.net/starcraft2/OSC_Championship_10
01/08/2023;Spear;T;2;229;SharKRippeR;T;0;18428;2–0;A;http://aligulac.com/results/events/135582;https://liquipedia.net/starcraft2/OSC_Championship_10
01/08/2023;Dronehard;Z;1;20034;DIMAGA;Z;2;152;1–2;A;http://aligulac.com/results/events/135582;https://liquipedia.net/starcraft2/OSC_Championship_10
01/07/2023;eGGz;Z;1;9338;threepoint;Z;3;18172;1–3;A;http://aligulac.com/results/events/135582;https://liquipedia.net/starcraft2/OSC_Championship_10
01/07/2023;NoMoney;T;0;21526;threepoint;Z;2;18172;0–2;A;http://aligulac.com/results/events/135582;https://liquipedia.net/starcraft2/OSC_Championship_10
01/07/2023;Demi;Z;0;5109;eGGz;Z;2;9338;0–2;A;http://aligulac.com/results/events/135582;https://liquipedia.net/starcraft2/OSC_Championship_10
01/07/2023;threepoint;Z;2;18172;Dronehard;Z;0;20034;2–0;A;http://aligulac.com/results/events/135582;https://liquipedia.net/starcraft2/OSC_Championship_10
01/07/2023;NoMoney;T;2;21526;Holden;P;1;18614;2–1;A;http://aligulac.com/results/events/135582;https://liquipedia.net/starcraft2/OSC_Championship_10
01/07/2023;eGGz;Z;2;9338;Spear;T;1;229;2–1;A;http://aligulac.com/results/events/135582;https://liquipedia.net/starcraft2/OSC_Championship_10
01/07/2023;Cure;T;1;1665;MeomaikA;Z;0;12125;1–0;A;http://aligulac.com/results/events/135582;https://liquipedia.net/starcraft2/OSC_Championship_10
01/07/2023;MeomaikA;Z;3;12125;Spatz;P;2;13713;3–2;A;http://aligulac.com/results/events/135582;https://liquipedia.net/starcraft2/OSC_Championship_10
01/07/2023;Cure;T;3;1665;Percival;T;2;19468;3–2;A;http://aligulac.com/results/events/135582;https://liquipedia.net/starcraft2/OSC_Championship_10
01/07/2023;Spatz;P;2;13713;eGGz;Z;1;9338;2–1;A;http://aligulac.com/results/events/135582;https://liquipedia.net/starcraft2/OSC_Championship_10
01/07/2023;Demi;Z;1;5109;MeomaikA;Z;2;12125;1–2;A;http://aligulac.com/results/events/135582;https://liquipedia.net/starcraft2/OSC_Championship_10
01/07/2023;Percival;T;2;19468;NoMoney;T;0;21526;2–0;A;http://aligulac.com/results/events/135582;https://liquipedia.net/starcraft2/OSC_Championship_10
01/07/2023;Cure;T;2;1665;threepoint;Z;0;18172;2–0;A;http://aligulac.com/results/events/135582;https://liquipedia.net/starcraft2/OSC_Championship_10
01/07/2023;eGGz;Z;2;9338;Dronehard;Z;0;20034;2–0;A;http://aligulac.com/results/events/135582;https://liquipedia.net/starcraft2/OSC_Championship_10
01/07/2023;MeomaikA;Z;2;12125;Holden;P;0;18614;2–0;A;http://aligulac.com/results/events/135582;https://liquipedia.net/starcraft2/OSC_Championship_10
01/07/2023;threepoint;Z;2;18172;Spear;T;0;229;2–0;A;http://aligulac.com/results/events/135582;https://liquipedia.net/starcraft2/OSC_Championship_10
12/11/2022;Cure;T;2;1665;Reynor;Z;4;5414;2–4;A;http://aligulac.com/results/events/134660;https://liquipedia.net/starcraft2/WardiTV_2022
12/11/2022;MaxPax;P;2;19591;Reynor;Z;3;5414;2–3;A;http://aligulac.com/results/events/134660;https://liquipedia.net/starcraft2/WardiTV_2022
12/11/2022;Cure;T;3;1665;Clem;T;0;5878;3–0;A;http://aligulac.com/results/events/134660;https://liquipedia.net/starcraft2/WardiTV_2022
12/09/2022;ByuN;T;1;47;Reynor;Z;3;5414;1–3;A;http://aligulac.com/results/events/134660;https://liquipedia.net/starcraft2/WardiTV_2022
12/09/2022;MaxPax;P;3;19591;NightMare;P;0;8148;3–0;A;http://aligulac.com/results/events/134660;https://liquipedia.net/starcraft2/WardiTV_2022
12/09/2022;Clem;T;3;5878;Kelazhur;T;0;4105;3–0;A;http://aligulac.com/results/events/134660;https://liquipedia.net/starcraft2/WardiTV_2022
12/09/2022;Solar;Z;1;1793;Cure;T;3;1665;1–3;A;http://aligulac.com/results/events/134660;https://liquipedia.net/starcraft2/WardiTV_2022
12/08/2022;Reynor;Z;2;5414;Classic;P;1;186;2–1;A;http://aligulac.com/results/events/134660;https://liquipedia.net/starcraft2/WardiTV_2022
12/08/2022;Classic;P;2;186;Clem;T;3;5878;2–3;A;http://aligulac.com/results/events/134660;https://liquipedia.net/starcraft2/WardiTV_2022
12/08/2022;Reynor;Z;3;5414;Nice;P;1;8106;3–1;A;http://aligulac.com/results/events/134660;https://liquipedia.net/starcraft2/WardiTV_2022
12/08/2022;Clem;T;2;5878;Nice;P;0;8106;2–0;A;http://aligulac.com/results/events/134660;https://liquipedia.net/starcraft2/WardiTV_2022
12/08/2022;Reynor;Z;1;5414;Classic;P;2;186;1–2;A;http://aligulac.com/results/events/134660;https://liquipedia.net/starcraft2/WardiTV_2022
12/07/2022;DnS;P;0;4521;Kelazhur;T;3;4105;0–3;A;http://aligulac.com/results/events/134660;https://liquipedia.net/starcraft2/WardiTV_2022
12/07/2022;ByuN;T;3;47;Kelazhur;T;0;4105;3–0;A;http://aligulac.com/results/events/134660;https://liquipedia.net/starcraft2/WardiTV_2022
12/07/2022;DnS;P;3;4521;Creator;P;2;2;3–2;A;http://aligulac.com/results/events/134660;https://liquipedia.net/starcraft2/WardiTV_2022
12/07/2022;Kelazhur;T;2;4105;Creator;P;1;2;2–1;A;http://aligulac.com/results/events/134660;https://liquipedia.net/starcraft2/WardiTV_2022
12/07/2022;ByuN;T;2;47;DnS;P;0;4521;2–0;A;http://aligulac.com/results/events/134660;https://liquipedia.net/starcraft2/WardiTV_2022
12/07/2022;NightMare;P;3;8148;Spirit;T;2;4452;3–2;A;http://aligulac.com/results/events/134660;https://liquipedia.net/starcraft2/WardiTV_2022
12/07/2022;Solar;Z;3;1793;Spirit;T;1;4452;3–1;A;http://aligulac.com/results/events/134660;https://liquipedia.net/starcraft2/WardiTV_2022
12/07/2022;Gerald;P;1;8913;NightMare;P;3;8148;1–3;A;http://aligulac.com/results/events/134660;https://liquipedia.net/starcraft2/WardiTV_2022
12/07/2022;Spirit;T;2;4452;NightMare;P;1;8148;2–1;A;http://aligulac.com/results/events/134660;https://liquipedia.net/starcraft2/WardiTV_2022
12/07/2022;Solar;Z;2;1793;Gerald;P;0;8913;2–0;A;http://aligulac.com/results/events/134660;https://liquipedia.net/starcraft2/WardiTV_2022
12/06/2022;Cure;T;3;1665;trigger;P;0;21244;3–0;A;http://aligulac.com/results/events/134660;https://liquipedia.net/starcraft2/WardiTV_2022
12/06/2022;MaxPax;P;3;19591;trigger;P;1;21244;3–1;A;http://aligulac.com/results/events/134660;https://liquipedia.net/starcraft2/WardiTV_2022
12/06/2022;MaNa;P;2;58;Cure;T;3;1665;2–3;A;http://aligulac.com/results/events/134660;https://liquipedia.net/starcraft2/WardiTV_2022
12/06/2022;Cure;T;0;1665;trigger;P;2;21244;0–2;A;http://aligulac.com/results/events/134660;https://liquipedia.net/starcraft2/WardiTV_2022
12/06/2022;MaxPax;P;2;19591;MaNa;P;0;58;2–0;A;http://aligulac.com/results/events/134660;https://liquipedia.net/starcraft2/WardiTV_2022
12/01/2022;Cyan;P;0;7956;Classic;P;3;186;0–3;A;http://aligulac.com/results/events/134660;https://liquipedia.net/starcraft2/WardiTV_2022
12/01/2022;Classic;P;0;186;Gerald;P;3;8913;0–3;A;http://aligulac.com/results/events/134660;https://liquipedia.net/starcraft2/WardiTV_2022
12/01/2022;Classic;P;2;186;Cyan;P;1;7956;2–1;A;http://aligulac.com/results/events/134660;https://liquipedia.net/starcraft2/WardiTV_2022
11/30/2022;MaNa;P;3;58;Krystianer;P;2;14887;3–2;A;http://aligulac.com/results/events/134660;https://liquipedia.net/starcraft2/WardiTV_2022
11/30/2022;trigger;P;3;21244;Krystianer;P;0;14887;3–0;A;http://aligulac.com/results/events/134660;https://liquipedia.net/starcraft2/WardiTV_2022
11/30/2022;MaNa;P;3;58;Elazer;Z;2;5847;3–2;A;http://aligulac.com/results/events/134660;https://liquipedia.net/starcraft2/WardiTV_2022
11/30/2022;Krystianer;P;2;14887;Elazer;Z;0;5847;2–0;A;http://aligulac.com/results/events/134660;https://liquipedia.net/starcraft2/WardiTV_2022
11/30/2022;MaNa;P;0;58;trigger;P;2;21244;0–2;A;http://aligulac.com/results/events/134660;https://liquipedia.net/starcraft2/WardiTV_2022
11/29/2022;GuMiho;T;2;44;Nice;P;3;8106;2–3;A;http://aligulac.com/results/events/134660;https://liquipedia.net/starcraft2/WardiTV_2022
11/29/2022;Creator;P;3;2;Nice;P;0;8106;3–0;A;http://aligulac.com/results/events/134660;https://liquipedia.net/starcraft2/WardiTV_2022
11/29/2022;NightPhoenix;P;1;16991;GuMiho;T;3;44;1–3;A;http://aligulac.com/results/events/134660;https://liquipedia.net/starcraft2/WardiTV_2022
11/29/2022;Nice;P;2;8106;GuMiho;T;1;44;2–1;A;http://aligulac.com/results/events/134660;https://liquipedia.net/starcraft2/WardiTV_2022
11/29/2022;Creator;P;2;2;NightPhoenix;P;1;16991;2–1;A;http://aligulac.com/results/events/134660;https://liquipedia.net/starcraft2/WardiTV_2022
11/29/2022;DnS;P;2;4521;Ryung;T;1;35;2–1;A;http://aligulac.com/results/events/134660;https://liquipedia.net/starcraft2/WardiTV_2022
11/29/2022;NightMare;P;3;8148;Ryung;T;2;35;3–2;A;http://aligulac.com/results/events/134660;https://liquipedia.net/starcraft2/WardiTV_2022
11/29/2022;Wayne;Z;2;13216;DnS;P;3;4521;2–3;A;http://aligulac.com/results/events/134660;https://liquipedia.net/starcraft2/WardiTV_2022
11/29/2022;Ryung;T;2;35;DnS;P;0;4521;2–0;A;http://aligulac.com/results/events/134660;https://liquipedia.net/starcraft2/WardiTV_2022
11/29/2022;NightMare;P;2;8148;Wayne;Z;1;13216;2–1;A;http://aligulac.com/results/events/134660;https://liquipedia.net/starcraft2/WardiTV_2022
11/13/2022;ByuN;T;4;47;Dark;Z;2;76;4–2;A;http://aligulac.com/results/events/134516;https://liquipedia.net/starcraft2/PiG_Sty_Festival/2
11/13/2022;Dark;Z;3;76;Reynor;Z;1;5414;3–1;A;http://aligulac.com/results/events/134516;https://liquipedia.net/starcraft2/PiG_Sty_Festival/2
11/13/2022;herO;P;1;233;ByuN;T;3;47;1–3;A;http://aligulac.com/results/events/134516;https://liquipedia.net/starcraft2/PiG_Sty_Festival/2
11/12/2022;Oliveira;T;1;10115;Reynor;Z;3;5414;1–3;A;http://aligulac.com/results/events/134516;https://liquipedia.net/starcraft2/PiG_Sty_Festival/2
11/12/2022;Dark;Z;3;76;DRG;Z;2;4;3–2;A;http://aligulac.com/results/events/134516;https://liquipedia.net/starcraft2/PiG_Sty_Festival/2
11/12/2022;ByuN;T;3;47;Clem;T;1;5878;3–1;A;http://aligulac.com/results/events/134516;https://liquipedia.net/starcraft2/PiG_Sty_Festival/2
11/12/2022;Solar;Z;0;1793;herO;P;3;233;0–3;A;http://aligulac.com/results/events/134516;https://liquipedia.net/starcraft2/PiG_Sty_Festival/2
11/10/2022;herO;P;2;233;Cure;T;0;1665;2–0;A;http://aligulac.com/results/events/134516;https://liquipedia.net/starcraft2/PiG_Sty_Festival/2
11/10/2022;Oliveira;T;2;10115;Cure;T;1;1665;2–1;A;http://aligulac.com/results/events/134516;https://liquipedia.net/starcraft2/PiG_Sty_Festival/2
11/10/2022;herO;P;2;233;Elazer;Z;1;5847;2–1;A;http://aligulac.com/results/events/134516;https://liquipedia.net/starcraft2/PiG_Sty_Festival/2
11/10/2022;Cure;T;2;1665;Elazer;Z;0;5847;2–0;A;http://aligulac.com/results/events/134516;https://liquipedia.net/starcraft2/PiG_Sty_Festival/2
11/10/2022;herO;P;1;233;Oliveira;T;2;10115;1–2;A;http://aligulac.com/results/events/134516;https://liquipedia.net/starcraft2/PiG_Sty_Festival/2
11/09/2022;DRG;Z;2;4;MaxPax;P;0;19591;2–0;A;http://aligulac.com/results/events/134516;https://liquipedia.net/starcraft2/PiG_Sty_Festival/2
11/09/2022;ByuN;T;2;47;MaxPax;P;0;19591;2–0;A;http://aligulac.com/results/events/134516;https://liquipedia.net/starcraft2/PiG_Sty_Festival/2
11/09/2022;DRG;Z;2;4;Classic;P;1;186;2–1;A;http://aligulac.com/results/events/134516;https://liquipedia.net/starcraft2/PiG_Sty_Festival/2
11/09/2022;MaxPax;P;2;19591;Classic;P;1;186;2–1;A;http://aligulac.com/results/events/134516;https://liquipedia.net/starcraft2/PiG_Sty_Festival/2
11/09/2022;ByuN;T;2;47;DRG;Z;0;4;2–0;A;http://aligulac.com/results/events/134516;https://liquipedia.net/starcraft2/PiG_Sty_Festival/2
11/08/2022;Solar;Z;2;1793;GuMiho;T;1;44;2–1;A;http://aligulac.com/results/events/134516;https://liquipedia.net/starcraft2/PiG_Sty_Festival/2
11/08/2022;SKillous;P;0;8676;Reynor;Z;2;5414;0–2;A;http://aligulac.com/results/events/134516;https://liquipedia.net/starcraft2/PiG_Sty_Festival/2
11/08/2022;Solar;Z;2;1793;Reynor;Z;1;5414;2–1;A;http://aligulac.com/results/events/134516;https://liquipedia.net/starcraft2/PiG_Sty_Festival/2
11/08/2022;GuMiho;T;1;44;SKillous;P;2;8676;1–2;A;http://aligulac.com/results/events/134516;https://liquipedia.net/starcraft2/PiG_Sty_Festival/2
11/08/2022;Reynor;Z;2;5414;SKillous;P;0;8676;2–0;A;http://aligulac.com/results/events/134516;https://liquipedia.net/starcraft2/PiG_Sty_Festival/2
11/07/2022;Clem;T;2;5878;SHIN;Z;0;117;2–0;A;http://aligulac.com/results/events/134516;https://liquipedia.net/starcraft2/PiG_Sty_Festival/2
11/07/2022;SHIN;Z;2;117;Zoun;P;0;2053;2–0;A;http://aligulac.com/results/events/134516;https://liquipedia.net/starcraft2/PiG_Sty_Festival/2
11/07/2022;Dark;Z;2;76;Clem;T;0;5878;2–0;A;http://aligulac.com/results/events/134516;https://liquipedia.net/starcraft2/PiG_Sty_Festival/2
11/07/2022;Clem;T;2;5878;Zoun;P;0;2053;2–0;A;http://aligulac.com/results/events/134516;https://liquipedia.net/starcraft2/PiG_Sty_Festival/2
11/07/2022;Dark;Z;2;76;SHIN;Z;0;117;2–0;A;http://aligulac.com/results/events/134516;https://liquipedia.net/starcraft2/PiG_Sty_Festival/2
11/06/2022;Maru;T;3;49;Dark;Z;4;76;3–4;A;http://aligulac.com/results/events/133977;https://liquipedia.net/starcraft2/AfreecaTV_Champions_Cup
11/06/2022;Clem;T;1;5878;Dark;Z;3;76;1–3;A;http://aligulac.com/results/events/133977;https://liquipedia.net/starcraft2/AfreecaTV_Champions_Cup
11/06/2022;ByuN;T;1;47;Maru;T;3;49;1–3;A;http://aligulac.com/results/events/133977;https://liquipedia.net/starcraft2/AfreecaTV_Champions_Cup
11/05/2022;Bunny;T;2;1517;Dark;Z;3;76;2–3;A;http://aligulac.com/results/events/133977;https://liquipedia.net/starcraft2/AfreecaTV_Champions_Cup
11/05/2022;Clem;T;3;5878;herO;P;2;233;3–2;A;http://aligulac.com/results/events/133977;https://liquipedia.net/starcraft2/AfreecaTV_Champions_Cup
11/05/2022;Solar;Z;1;1793;Maru;T;3;49;1–3;A;http://aligulac.com/results/events/133977;https://liquipedia.net/starcraft2/AfreecaTV_Champions_Cup
11/05/2022;MaxPax;P;1;19591;ByuN;T;3;47;1–3;A;http://aligulac.com/results/events/133977;https://liquipedia.net/starcraft2/AfreecaTV_Champions_Cup
11/04/2022;ByuN;T;2;47;ShoWTimE;P;1;2170;2–1;A;http://aligulac.com/results/events/133977;https://liquipedia.net/starcraft2/AfreecaTV_Champions_Cup
11/04/2022;ShoWTimE;P;2;2170;SHIN;Z;0;117;2–0;A;http://aligulac.com/results/events/133977;https://liquipedia.net/starcraft2/AfreecaTV_Champions_Cup
11/04/2022;Dark;Z;2;76;ByuN;T;0;47;2–0;A;http://aligulac.com/results/events/133977;https://liquipedia.net/starcraft2/AfreecaTV_Champions_Cup
11/04/2022;SHIN;Z;1;117;ByuN;T;2;47;1–2;A;http://aligulac.com/results/events/133977;https://liquipedia.net/starcraft2/AfreecaTV_Champions_Cup
11/04/2022;Dark;Z;2;76;ShoWTimE;P;0;2170;2–0;A;http://aligulac.com/results/events/133977;https://liquipedia.net/starcraft2/AfreecaTV_Champions_Cup
11/04/2022;Serral;Z;1;485;herO;P;2;233;1–2;A;http://aligulac.com/results/events/133977;https://liquipedia.net/starcraft2/AfreecaTV_Champions_Cup
11/04/2022;Reynor;Z;0;5414;herO;P;2;233;0–2;A;http://aligulac.com/results/events/133977;https://liquipedia.net/starcraft2/AfreecaTV_Champions_Cup
11/04/2022;MaxPax;P;2;19591;Serral;Z;0;485;2–0;A;http://aligulac.com/results/events/133977;https://liquipedia.net/starcraft2/AfreecaTV_Champions_Cup
11/04/2022;herO;P;1;233;Serral;Z;2;485;1–2;A;http://aligulac.com/results/events/133977;https://liquipedia.net/starcraft2/AfreecaTV_Champions_Cup
11/04/2022;Reynor;Z;1;5414;MaxPax;P;2;19591;1–2;A;http://aligulac.com/results/events/133977;https://liquipedia.net/starcraft2/AfreecaTV_Champions_Cup
11/03/2022;GuMiho;T;1;44;Bunny;T;2;1517;1–2;A;http://aligulac.com/results/events/133977;https://liquipedia.net/starcraft2/AfreecaTV_Champions_Cup
11/03/2022;Cure;T;0;1665;Bunny;T;2;1517;0–2;A;http://aligulac.com/results/events/133977;https://liquipedia.net/starcraft2/AfreecaTV_Champions_Cup
11/03/2022;Maru;T;2;49;GuMiho;T;0;44;2–0;A;http://aligulac.com/results/events/133977;https://liquipedia.net/starcraft2/AfreecaTV_Champions_Cup
11/03/2022;GuMiho;T;2;44;Bunny;T;1;1517;2–1;A;http://aligulac.com/results/events/133977;https://liquipedia.net/starcraft2/AfreecaTV_Champions_Cup
11/03/2022;Maru;T;2;49;Cure;T;0;1665;2–0;A;http://aligulac.com/results/events/133977;https://liquipedia.net/starcraft2/AfreecaTV_Champions_Cup
11/03/2022;Solar;Z;2;1793;Elazer;Z;0;5847;2–0;A;http://aligulac.com/results/events/133977;https://liquipedia.net/starcraft2/AfreecaTV_Champions_Cup
11/03/2022;Elazer;Z;2;5847;HeroMarine;T;1;258;2–1;A;http://aligulac.com/results/events/133977;https://liquipedia.net/starcraft2/AfreecaTV_Champions_Cup
11/03/2022;Clem;T;2;5878;Solar;Z;1;1793;2–1;A;http://aligulac.com/results/events/133977;https://liquipedia.net/starcraft2/AfreecaTV_Champions_Cup
11/03/2022;Solar;Z;2;1793;HeroMarine;T;0;258;2–0;A;http://aligulac.com/results/events/133977;https://liquipedia.net/starcraft2/AfreecaTV_Champions_Cup
11/03/2022;Clem;T;2;5878;Elazer;Z;0;5847;2–0;A;http://aligulac.com/results/events/133977;https://liquipedia.net/starcraft2/AfreecaTV_Champions_Cup
10/30/2022;ByuN;T;0;47;herO;P;4;233;0–4;A;http://aligulac.com/results/events/134131;https://liquipedia.net/starcraft2/WardiTV_Team_Liquid_Map_Contest_Tournament/9
10/30/2022;Creator;P;0;2;herO;P;3;233;0–3;A;http://aligulac.com/results/events/134131;https://liquipedia.net/starcraft2/WardiTV_Team_Liquid_Map_Contest_Tournament/9
10/30/2022;Cure;T;0;1665;ByuN;T;3;47;0–3;A;http://aligulac.com/results/events/134131;https://liquipedia.net/starcraft2/WardiTV_Team_Liquid_Map_Contest_Tournament/9
10/30/2022;herO;P;3;233;Classic;P;1;186;3–1;A;http://aligulac.com/results/events/134131;https://liquipedia.net/starcraft2/WardiTV_Team_Liquid_Map_Contest_Tournament/9
10/30/2022;GuMiho;T;0;44;Creator;P;3;2;0–3;A;http://aligulac.com/results/events/134131;https://liquipedia.net/starcraft2/WardiTV_Team_Liquid_Map_Contest_Tournament/9
10/29/2022;ByuN;T;3;47;Solar;Z;2;1793;3–2;A;http://aligulac.com/results/events/134131;https://liquipedia.net/starcraft2/WardiTV_Team_Liquid_Map_Contest_Tournament/9
10/29/2022;MaxPax;P;1;19591;Cure;T;3;1665;1–3;A;http://aligulac.com/results/events/134131;https://liquipedia.net/starcraft2/WardiTV_Team_Liquid_Map_Contest_Tournament/9
10/29/2022;Ryung;T;1;35;Classic;P;3;186;1–3;A;http://aligulac.com/results/events/134131;https://liquipedia.net/starcraft2/WardiTV_Team_Liquid_Map_Contest_Tournament/9
10/29/2022;Creator;P;3;2;SKillous;P;2;8676;3–2;A;http://aligulac.com/results/events/134131;https://liquipedia.net/starcraft2/WardiTV_Team_Liquid_Map_Contest_Tournament/9
10/29/2022;Solar;Z;3;1793;MeomaikA;Z;0;12125;3–0;A;http://aligulac.com/results/events/134131;https://liquipedia.net/starcraft2/WardiTV_Team_Liquid_Map_Contest_Tournament/9
10/29/2022;Clem;T;1;5878;Cure;T;3;1665;1–3;A;http://aligulac.com/results/events/134131;https://liquipedia.net/starcraft2/WardiTV_Team_Liquid_Map_Contest_Tournament/9
10/28/2022;Classic;P;0;186;GuMiho;T;2;44;0–2;A;http://aligulac.com/results/events/134131;https://liquipedia.net/starcraft2/WardiTV_Team_Liquid_Map_Contest_Tournament/9
10/28/2022;Solar;Z;2;1793;MaNa;P;0;58;2–0;A;http://aligulac.com/results/events/134131;https://liquipedia.net/starcraft2/WardiTV_Team_Liquid_Map_Contest_Tournament/9
10/28/2022;GuMiho;T;2;44;Gerald;P;0;8913;2–0;A;http://aligulac.com/results/events/134131;https://liquipedia.net/starcraft2/WardiTV_Team_Liquid_Map_Contest_Tournament/9
10/28/2022;Solar;Z;2;1793;Classic;P;0;186;2–0;A;http://aligulac.com/results/events/134131;https://liquipedia.net/starcraft2/WardiTV_Team_Liquid_Map_Contest_Tournament/9
10/28/2022;MaNa;P;2;58;Gerald;P;0;8913;2–0;A;http://aligulac.com/results/events/134131;https://liquipedia.net/starcraft2/WardiTV_Team_Liquid_Map_Contest_Tournament/9
10/28/2022;Solar;Z;1;1793;GuMiho;T;2;44;1–2;A;http://aligulac.com/results/events/134131;https://liquipedia.net/starcraft2/WardiTV_Team_Liquid_Map_Contest_Tournament/9
10/28/2022;MaNa;P;0;58;Classic;P;2;186;0–2;A;http://aligulac.com/results/events/134131;https://liquipedia.net/starcraft2/WardiTV_Team_Liquid_Map_Contest_Tournament/9
10/28/2022;Gerald;P;0;8913;Solar;Z;2;1793;0–2;A;http://aligulac.com/results/events/134131;https://liquipedia.net/starcraft2/WardiTV_Team_Liquid_Map_Contest_Tournament/9
10/28/2022;MaNa;P;0;58;GuMiho;T;2;44;0–2;A;http://aligulac.com/results/events/134131;https://liquipedia.net/starcraft2/WardiTV_Team_Liquid_Map_Contest_Tournament/9
10/28/2022;Gerald;P;2;8913;Classic;P;1;186;2–1;A;http://aligulac.com/results/events/134131;https://liquipedia.net/starcraft2/WardiTV_Team_Liquid_Map_Contest_Tournament/9
